ID,STATE_CODE,STATE_NAME,CITY,COUNTY,LATITUDE,LONGITUDE
69,AK,Alaska,"Fort Richardson",Anchorage,61.275256,-149.675454
70,AK,Alaska,"Fort Wainwright","Fairbanks North Star",64.828303,-147.655673
71,AK,Alaska,"Fort Yukon","Yukon Koyukuk",66.520744,-145.306439
72,AK,Alaska,Gakona,"Valdez Cordova",62.654744,-143.568393
73,AK,Alaska,Galena,"Yukon Koyukuk",64.760784,-156.797701
74,AK,Alaska,Gambell,Nome,63.776555,-171.701685
75,AK,Alaska,Girdwood,Anchorage,60.9425,-149.166389
76,AK,Alaska,Glennallen,"Valdez Cordova",62.103895,-145.661684
77,AK,Alaska,"Goodnews Bay",Bethel,59.085008,-161.587146
78,AK,Alaska,Grayling,"Yukon Koyukuk",63.372013,-159.404907
79,AK,Alaska,Gustavus,"Skagway Hoonah Angoon",58.42835,-135.761542
80,AK,Alaska,Haines,Haines,59.251886,-135.542032
81,AK,Alaska,Healy,Denali,63.917123,-149.011128
82,AK,Alaska,"Holy Cross","Yukon Koyukuk",62.192584,-159.825092
83,AK,Alaska,Homer,"Kenai Peninsula",59.665495,-151.462644
84,AK,Alaska,Hoonah,"Skagway Hoonah Angoon",58.032237,-135.558435
85,AK,Alaska,"Hooper Bay","Kusilvak",61.537157,-165.891045
86,AK,Alaska,Hope,"Kenai Peninsula",60.92,-149.641667
87,AK,Alaska,Houston,"Matanuska Susitna",61.633611,-149.841111
88,AK,Alaska,Hughes,"Yukon Koyukuk",66.038246,-154.26443
89,AK,Alaska,Huslia,"Yukon Koyukuk",65.689918,-156.291976
90,AK,Alaska,Hydaburg,"Prince Wales Ketchikan",55.137406,-132.633175
91,AK,Alaska,Hyder,"Prince Wales Ketchikan",55.925867,-130.124915
92,AK,Alaska,Iliamna,"Lake And Peninsula",59.564836,-155.462556
93,AK,Alaska,Indian,Anchorage,60.9804,-149.4917
94,AK,Alaska,Juneau,Juneau,58.362767,-134.529429
95,AK,Alaska,Kake,"Wrangell Petersburg",56.975833,-133.947222
96,AK,Alaska,Kaktovik,"North Slope",70.042889,-143.631329
97,AK,Alaska,Kalskag,Bethel,61.541006,-160.3261
98,AK,Alaska,Kaltag,"Yukon Koyukuk",64.330452,-158.724251
99,AK,Alaska,Karluk,"Kodiak Island",57.57,-154.458333
100,AK,Alaska,Kasigluk,Bethel,60.895556,-162.520556
101,AK,Alaska,Kasilof,"Kenai Peninsula",60.316365,-151.28958
102,AK,Alaska,Kenai,"Kenai Peninsula",60.614467,-151.254556
103,AK,Alaska,Ketchikan,"Ketchikan Gateway",55.372028,-131.683175
104,AK,Alaska,Kiana,"Northwest Arctic",67.18026,-158.152204
105,AK,Alaska,"King Cove","Aleutians East",55.062848,-162.305561
106,AK,Alaska,"King Salmon","Bristol Bay",58.724264,-156.641603
107,AK,Alaska,Kipnuk,Bethel,59.923204,-164.101013
108,AK,Alaska,Kivalina,"Northwest Arctic",67.665859,-163.733617
109,AK,Alaska,Klawock,"Prince Wales Ketchikan",55.552611,-133.055503
110,AK,Alaska,Kobuk,"Northwest Arctic",66.912253,-157.066864
111,AK,Alaska,Kodiak,"Kodiak Island",57.781967,-152.500169
112,AK,Alaska,Kongiganak,Bethel,60.9888,-149.4116
113,AK,Alaska,Kotlik,"Kusilvak",63.029471,-163.554153
114,AK,Alaska,Kotzebue,"Northwest Arctic",66.846459,-162.126493
115,AK,Alaska,Koyuk,Nome,64.931668,-161.149957
116,AK,Alaska,Koyukuk,"Yukon Koyukuk",64.883333,-157.7
117,AK,Alaska,Kwethluk,Bethel,60.771814,-161.38849
118,AK,Alaska,Kwigillingok,Bethel,59.881022,-162.984938
119,AK,Alaska,"Lake Minchumina","Yukon Koyukuk",63.903884,-152.430081
120,AK,Alaska,"Larsen Bay","Kodiak Island",57.538333,-153.98
121,AK,Alaska,Levelock,"Lake And Peninsula",59.371395,-154.976815
122,AK,Alaska,"Lower Kalskag",Bethel,61.51377,-160.359966
123,AK,Alaska,"Manley Hot Springs","Yukon Koyukuk",65.02058,-150.573267
124,AK,Alaska,Manokotak,Dillingham,59.009559,-158.989699
125,AK,Alaska,Marshall,"Kusilvak",61.837087,-161.7394
126,AK,Alaska,"Mc Grath","Yukon Koyukuk",62.967153,-155.585153
127,AK,Alaska,Mekoryuk,Bethel,60.365679,-166.283583
128,AK,Alaska,Metlakatla,"Prince Wales Ketchikan",55.121491,-131.579001
129,AK,Alaska,"Meyers Chuck","Prince Wales Ketchikan",55.741667,-132.253333
130,AK,Alaska,Minto,"Yukon Koyukuk",65.058399,-149.691186
131,AK,Alaska,"Moose Pass","Kenai Peninsula",60.85852,-149.255911
132,AK,Alaska,"Mountain Village","Kusilvak",62.158913,-163.883822
133,AK,Alaska,Naknek,"Bristol Bay",58.885699,-156.705405
134,AK,Alaska,Napakiak,Bethel,60.663758,-161.738144
135,AK,Alaska,Nenana,"Yukon Koyukuk",64.557656,-149.086744
136,AK,Alaska,"New Stuyahok",Dillingham,59.593533,-157.297205
137,AK,Alaska,Nightmute,Bethel,60.479444,-164.723889
138,AK,Alaska,Nikiski,"Kenai Peninsula",60.690278,-151.288889
139,AK,Alaska,Nikolai,"Yukon Koyukuk",63.001603,-154.381247
140,AK,Alaska,Nikolski,"Aleutians West",52.988337,-168.788427
141,AK,Alaska,Ninilchik,"Kenai Peninsula",60.010833,-151.639604
142,AK,Alaska,Noatak,"Northwest Arctic",66.97553,-160.509453
143,AK,Alaska,Nome,Nome,64.505775,-165.310667
144,AK,Alaska,Nondalton,"Lake And Peninsula",60.030837,-154.731675
145,AK,Alaska,Noorvik,"Northwest Arctic",66.836353,-161.044132
146,AK,Alaska,"North Pole","Fairbanks North Star",64.78049,-147.369353
147,AK,Alaska,Northway,"Southeast Fairbanks",62.964167,-141.908611
148,AK,Alaska,Nuiqsut,"North Slope",70.192737,-150.997119
149,AK,Alaska,Nulato,"Yukon Koyukuk",64.778024,-157.991353
150,AK,Alaska,"Nunam Iqua","Kusilvak",62.509167,-164.453333
151,AK,Alaska,Nunapitchuk,Bethel,60.896944,-162.459444
152,AK,Alaska,"Old Harbor","Kodiak Island",57.202778,-153.303889
153,AK,Alaska,Ouzinkie,"Kodiak Island",57.925,-152.491667
154,AK,Alaska,Palmer,"Matanuska Susitna",61.613814,-149.065323
155,AK,Alaska,"Pedro Bay","Lake And Peninsula",59.92238,-153.821856
156,AK,Alaska,Pelican,"Skagway Hoonah Angoon",57.960833,-136.2275
157,AK,Alaska,Perryville,"Lake And Peninsula",55.945289,-159.259333
158,AK,Alaska,Petersburg,"Wrangell Petersburg",56.827134,-133.160683
159,AK,Alaska,"Pilot Point","Lake And Peninsula",57.595193,-157.449272
160,AK,Alaska,"Pilot Station","Kusilvak",61.946159,-162.874716
161,AK,Alaska,Platinum,Bethel,58.63364,-162.043201
162,AK,Alaska,"Point Baker","Prince Wales Ketchikan",56.307858,-133.376372
163,AK,Alaska,"Point Hope","North Slope",68.312058,-166.72618
164,AK,Alaska,"Point Lay","North Slope",69.705626,-162.906148
165,AK,Alaska,"Port Alexander","Wrangell Petersburg",57.05,-135.333333
166,AK,Alaska,"Port Alsworth","Lake And Peninsula",60.636416,-154.433803
167,AK,Alaska,"Port Heiden","Lake And Peninsula",56.964333,-158.566367
168,AK,Alaska,"Port Lions","Kodiak Island",57.866667,-152.883333
169,AK,Alaska,"Prudhoe Bay","North Slope",70.070057,-148.559636
170,AK,Alaska,Quinhagak,Bethel,59.738057,-161.874938
171,AK,Alaska,Rampart,"Yukon Koyukuk",65.383627,-150.011201
172,AK,Alaska,"Red Devil",Bethel,61.735389,-157.195969
173,AK,Alaska,Ruby,"Yukon Koyukuk",64.720062,-155.503872
174,AK,Alaska,"Russian Mission","Kusilvak",61.591302,-161.558413
175,AK,Alaska,"Saint George Island","Aleutians West",56.60324,-169.547257
176,AK,Alaska,"Saint Marys","Kusilvak",62.054106,-163.205263
177,AK,Alaska,"Saint Michael",Nome,63.47759,-162.109141
178,AK,Alaska,"Saint Paul Island","Aleutians West",57.178697,-170.293408
179,AK,Alaska,Salcha,"Fairbanks North Star",64.50905,-146.952974
180,AK,Alaska,"Sand Point","Aleutians East",55.319236,-160.491435
181,AK,Alaska,Savoonga,Nome,63.679737,-170.470908
182,AK,Alaska,"Scammon Bay","Kusilvak",61.845019,-165.581945
183,AK,Alaska,Selawik,"Northwest Arctic",65.713537,-158.534287
184,AK,Alaska,Seldovia,"Kenai Peninsula",59.436667,-151.708333
185,AK,Alaska,Seward,"Kenai Peninsula",60.132874,-149.39849
186,AK,Alaska,Shageluk,"Yukon Koyukuk",62.661092,-159.52816
187,AK,Alaska,Shaktoolik,Nome,64.375498,-161.174589
188,AK,Alaska,Shishmaref,Nome,66.230562,-166.137276
189,AK,Alaska,Shungnak,"Northwest Arctic",66.958141,-157.613496
190,AK,Alaska,Sitka,Sitka,57.051436,-135.316569
191,AK,Alaska,Skagway,"Skagway Hoonah Angoon",59.468471,-135.301794
192,AK,Alaska,Skwentna,"Matanuska Susitna",61.958333,-151.181667
193,AK,Alaska,Sleetmute,Bethel,61.634555,-157.118284
194,AK,Alaska,Soldotna,"Kenai Peninsula",60.481778,-151.13582
195,AK,Alaska,"South Naknek","Bristol Bay",58.736221,-156.850289
196,AK,Alaska,Stebbins,Nome,63.478468,-162.227355
197,AK,Alaska,Sterling,"Kenai Peninsula",60.520373,-150.849792
198,AK,Alaska,"Stevens Village","Yukon Koyukuk",65.995894,-149.118286
199,AK,Alaska,Sutton,"Matanuska Susitna",61.796667,-148.462778
200,AK,Alaska,Takotna,"Yukon Koyukuk",62.948889,-155.566389
201,AK,Alaska,Talkeetna,"Matanuska Susitna",62.260516,-150.110097
202,AK,Alaska,Tanacross,"Southeast Fairbanks",63.385278,-143.346389
203,AK,Alaska,Tanana,"Yukon Koyukuk",65.156483,-152.103747
204,AK,Alaska,Tatitlek,"Valdez Cordova",60.864722,-146.678611
205,AK,Alaska,Teller,Nome,65.240164,-166.3833
206,AK,Alaska,"Tenakee Springs","Skagway Hoonah Angoon",57.78,-135.216667
207,AK,Alaska,"Thorne Bay","Prince Wales Ketchikan",55.66086,-132.513815
208,AK,Alaska,Togiak,Dillingham,59.066667,-160.4
209,AK,Alaska,Tok,"Southeast Fairbanks",63.333333,-142.983333
210,AK,Alaska,"Toksook Bay",Bethel,60.537,-165.097
211,AK,Alaska,"Trapper Creek","Matanuska Susitna",61.441361,-150.284455
212,AK,Alaska,Tuluksak,Bethel,61.108848,-160.938924
213,AK,Alaska,Tuntutuliak,Bethel,60.8438,-161.6372
214,AK,Alaska,Tununak,Bethel,60.539322,-165.097464
215,AK,Alaska,"Two Rivers","Fairbanks North Star",64.871944,-147.038056
216,AK,Alaska,Tyonek,"Kenai Peninsula",61.117929,-151.348495
217,AK,Alaska,Unalakleet,Nome,63.883478,-160.788365
218,AK,Alaska,Unalaska,"Aleutians West",53.887114,-166.519855
219,AK,Alaska,Valdez,"Valdez Cordova",60.895044,-146.195628
220,AK,Alaska,Venetie,"Yukon Koyukuk",67.010446,-146.413723
221,AK,Alaska,Wainwright,"North Slope",70.620064,-160.012532
222,AK,Alaska,Wales,Nome,65.688212,-168.520521
223,AK,Alaska,"Ward Cove","Ketchikan Gateway",55.408333,-131.725
224,AK,Alaska,Wasilla,"Matanuska Susitna",61.5814,-149.4394
225,AK,Alaska,"White Mountain",Nome,64.702791,-163.42185
226,AK,Alaska,Whittier,"Valdez Cordova",60.775,-148.683333
227,AK,Alaska,Willow,"Matanuska Susitna",61.771511,-150.188891
228,AK,Alaska,Wrangell,"Wrangell Petersburg",56.433524,-132.352918
229,AK,Alaska,Yakutat,Yakutat,59.620211,-139.778858
230,AL,Alabama,Abbeville,Henry,31.575479,-85.279044
231,AL,Alabama,Abernant,Tuscaloosa,33.290278,-87.198056
232,AL,Alabama,Adamsville,Jefferson,33.588437,-86.959727
233,AL,Alabama,Addison,Winston,34.205571,-87.194766
234,AL,Alabama,Adger,Jefferson,33.434277,-87.167455
235,AL,Alabama,Akron,Hale,32.872354,-87.708558
236,AL,Alabama,Alabaster,Shelby,33.236868,-86.812861
237,AL,Alabama,Alberta,Wilcox,32.144889,-87.342503
238,AL,Alabama,Albertville,Marshall,34.273859,-86.206447
239,AL,Alabama,"Alexander City",Tallapoosa,32.941445,-85.951086
240,AL,Alabama,Alexandria,Calhoun,33.780785,-85.892447
241,AL,Alabama,Aliceville,Pickens,33.122813,-88.166689
242,AL,Alabama,Allgood,Blount,33.911944,-86.509444
243,AL,Alabama,Alma,Clarke,31.463889,-87.753889
244,AL,Alabama,Alpine,Talladega,33.331165,-86.208934
245,AL,Alabama,Alton,Jefferson,33.579167,-86.6375
246,AL,Alabama,Altoona,Etowah,34.042916,-86.350879
247,AL,Alabama,Andalusia,Covington,31.297142,-86.490468
248,AL,Alabama,Anderson,Lauderdale,34.951777,-87.272327
249,AL,Alabama,Annemanie,Wilcox,32.052778,-87.570833
250,AL,Alabama,Anniston,Calhoun,33.653896,-85.838152
251,AL,Alabama,Arab,Marshall,34.328339,-86.489638
252,AL,Alabama,Ardmore,Limestone,34.980447,-86.834612
253,AL,Alabama,Ariton,Dale,31.582996,-85.707716
254,AL,Alabama,Arley,Winston,34.063234,-87.182761
255,AL,Alabama,Arlington,Wilcox,32.066784,-87.559691
256,AL,Alabama,Ashford,Houston,31.1888,-85.253488
257,AL,Alabama,Ashland,Clay,33.247363,-85.828976
258,AL,Alabama,Ashville,"Saint Clair",33.837366,-86.255167
259,AL,Alabama,Athens,Limestone,34.803604,-86.970733
260,AL,Alabama,Atmore,Escambia,31.057245,-87.487347
261,AL,Alabama,Attalla,Etowah,34.029597,-86.096717
262,AL,Alabama,Auburn,Lee,32.602043,-85.489001
263,AL,Alabama,"Auburn University",Lee,32.601,-85.4882
264,AL,Alabama,Autaugaville,Autauga,32.462462,-86.714938
265,AL,Alabama,Axis,Mobile,31.006817,-88.04274
266,AL,Alabama,Baileyton,Cullman,34.268298,-86.621299
267,AL,Alabama,Banks,Pike,31.836792,-85.799844
268,AL,Alabama,Bankston,Fayette,33.70083,-87.68965
269,AL,Alabama,"Bay Minette",Baldwin,30.86354,-87.76444
270,AL,Alabama,"Bayou La Batre",Mobile,30.407983,-88.250697
271,AL,Alabama,"Bear Creek",Marion,34.213469,-87.686083
272,AL,Alabama,Beatrice,Monroe,31.727324,-87.171912
273,AL,Alabama,Beaverton,Lamar,33.942877,-88.01567
274,AL,Alabama,Belk,Fayette,33.6475,-87.931389
275,AL,Alabama,Bellamy,Sumter,32.448889,-88.133611
276,AL,Alabama,"Belle Mina",Limestone,34.656667,-86.879167
277,AL,Alabama,Bellwood,Geneva,31.173056,-85.793333
278,AL,Alabama,Berry,Fayette,33.694485,-87.622563
279,AL,Alabama,Bessemer,Jefferson,33.409002,-86.947547
280,AL,Alabama,Billingsley,Autauga,32.610578,-86.716301
281,AL,Alabama,Birmingham,Jefferson,33.519,-86.8014
282,AL,Alabama,Birmingham,Shelby,33.401559,-86.705511
283,AL,Alabama,Black,Geneva,31.01318,-85.745634
284,AL,Alabama,Blountsville,Blount,34.092937,-86.568628
285,AL,Alabama,Boaz,Etowah,34.173889,-86.121111
286,AL,Alabama,Boaz,Marshall,34.173686,-86.148003
287,AL,Alabama,Boligee,Greene,32.774646,-88.026652
288,AL,Alabama,"Bon Air",Talladega,33.263611,-86.335556
289,AL,Alabama,"Bon Secour",Baldwin,30.328883,-87.721355
290,AL,Alabama,Booth,Autauga,32.500278,-86.571944
291,AL,Alabama,Boykin,Wilcox,32.077778,-87.281389
292,AL,Alabama,Brantley,Crenshaw,31.570963,-86.274343
293,AL,Alabama,Bremen,Cullman,33.973664,-87.004281
294,AL,Alabama,Brent,Bibb,32.93567,-87.211387
295,AL,Alabama,Brewton,Escambia,31.118926,-87.067325
296,AL,Alabama,Bridgeport,Jackson,34.944638,-85.727681
297,AL,Alabama,Brierfield,Bibb,33.042747,-86.951672
298,AL,Alabama,Brilliant,Marion,34.037702,-87.756315
299,AL,Alabama,Brooklyn,Conecuh,31.2625,-86.771111
300,AL,Alabama,Brookside,Jefferson,33.637778,-86.916667
301,AL,Alabama,Brookwood,Tuscaloosa,33.277523,-87.309025
302,AL,Alabama,Brownsboro,Madison,34.716733,-86.468703
303,AL,Alabama,Brundidge,Pike,31.701324,-85.817668
304,AL,Alabama,Bryant,Jackson,34.945026,-85.632445
305,AL,Alabama,Bucks,Mobile,31.010278,-88.024167
306,AL,Alabama,Buhl,Tuscaloosa,33.249448,-87.718886
307,AL,Alabama,"Burnt Corn",Conecuh,31.458009,-86.925771
308,AL,Alabama,Burnwell,Walker,33.707778,-87.0875
309,AL,Alabama,Butler,Choctaw,32.082906,-88.206391
310,AL,Alabama,Bynum,Calhoun,33.613056,-85.961111
311,AL,Alabama,Calera,Shelby,33.1098,-86.755987
312,AL,Alabama,Calvert,Washington,31.160556,-88.031111
313,AL,Alabama,Camden,Wilcox,32.004732,-87.295049
314,AL,Alabama,"Camp Hill",Tallapoosa,32.782749,-85.64738
315,AL,Alabama,Campbell,Clarke,31.963512,-88.006072
316,AL,Alabama,Capshaw,Limestone,34.773056,-86.792778
317,AL,Alabama,"Carbon Hill",Walker,33.909252,-87.540328
318,AL,Alabama,Cardiff,Jefferson,33.645556,-86.933611
319,AL,Alabama,Carlton,Clarke,31.322449,-87.837793
320,AL,Alabama,Carrollton,Pickens,33.248506,-88.132122
321,AL,Alabama,Castleberry,Conecuh,31.326113,-87.026754
322,AL,Alabama,Catherine,Wilcox,32.182,-87.483623
323,AL,Alabama,Cecil,Montgomery,32.300891,-86.011241
324,AL,Alabama,"Cedar Bluff",Cherokee,34.241662,-85.602567
325,AL,Alabama,Centre,Cherokee,34.111592,-85.609229
326,AL,Alabama,Centreville,Bibb,32.950324,-87.11924
327,AL,Alabama,Chancellor,Geneva,31.173379,-85.910897
328,AL,Alabama,Chapman,Butler,31.671111,-86.712222
329,AL,Alabama,Chatom,Washington,31.487638,-88.269887
330,AL,Alabama,Chelsea,Shelby,33.371582,-86.614132
331,AL,Alabama,Cherokee,Colbert,34.744188,-87.972445
332,AL,Alabama,Childersburg,Talladega,33.266928,-86.337622
333,AL,Alabama,Choccolocco,Calhoun,33.659167,-85.703611
334,AL,Alabama,Chunchula,Mobile,30.991178,-88.131126
335,AL,Alabama,Citronelle,Mobile,31.042533,-88.254949
336,AL,Alabama,Clanton,Chilton,32.835532,-86.642472
337,AL,Alabama,Clay,Jefferson,33.7025,-86.599722
338,AL,Alabama,Clayton,Barbour,31.887413,-85.450932
339,AL,Alabama,Cleveland,Blount,33.992106,-86.559355
340,AL,Alabama,Clinton,Greene,32.913611,-87.9925
341,AL,Alabama,Clio,Barbour,31.68521,-85.590419
342,AL,Alabama,Clopton,Henry,31.602843,-85.482308
343,AL,Alabama,Cloverdale,Lauderdale,34.938611,-87.771389
344,AL,Alabama,Coaling,Tuscaloosa,33.158889,-87.340833
345,AL,Alabama,Coden,Mobile,30.418834,-88.168276
346,AL,Alabama,"Coffee Springs",Geneva,31.138758,-85.918224
347,AL,Alabama,Coffeeville,Clarke,31.78428,-88.071542
348,AL,Alabama,Coker,Tuscaloosa,33.252612,-87.636528
349,AL,Alabama,Collinsville,"De Kalb",34.267957,-85.861969
350,AL,Alabama,Columbia,Houston,31.335235,-85.145488
351,AL,Alabama,Columbiana,Shelby,33.176964,-86.616145
352,AL,Alabama,"Cook Springs","Saint Clair",33.589722,-86.361944
353,AL,Alabama,Coosada,Elmore,32.496667,-86.331667
354,AL,Alabama,Cordova,Walker,33.768033,-87.18406
355,AL,Alabama,Cottondale,Tuscaloosa,33.176667,-87.387051
356,AL,Alabama,Cottonton,Russell,32.146667,-85.073889
357,AL,Alabama,Cottonwood,Houston,31.098934,-85.375665
358,AL,Alabama,Courtland,Lawrence,34.671866,-87.314255
359,AL,Alabama,Cowarts,Houston,31.2,-85.304722
360,AL,Alabama,Coy,Wilcox,31.888851,-87.392558
361,AL,Alabama,Cragford,Clay,33.217148,-85.710797
362,AL,Alabama,"Crane Hill",Cullman,34.082117,-87.048395
363,AL,Alabama,Creola,Mobile,30.901267,-88.017414
364,AL,Alabama,Cropwell,"Saint Clair",33.506448,-86.280026
365,AL,Alabama,Crossville,"De Kalb",34.258784,-86.030575
366,AL,Alabama,Cuba,Sumter,32.410973,-88.361083
367,AL,Alabama,Cullman,Cullman,34.176146,-86.829777
368,AL,Alabama,Cusseta,Lee,32.803194,-85.215791
369,AL,Alabama,Dadeville,Tallapoosa,32.82239,-85.770395
370,AL,Alabama,Daleville,Dale,31.281091,-85.730473
371,AL,Alabama,Danville,Morgan,34.452189,-87.053187
372,AL,Alabama,Daphne,Baldwin,30.61972,-87.889522
373,AL,Alabama,"Dauphin Island",Mobile,30.252057,-88.109644
374,AL,Alabama,Daviston,Tallapoosa,33.033471,-85.753831
375,AL,Alabama,Dawson,"De Kalb",34.356838,-85.929161
376,AL,Alabama,"De Armanville",Calhoun,33.626389,-85.751389
377,AL,Alabama,Deatsville,Elmore,32.613405,-86.338211
378,AL,Alabama,Decatur,Morgan,34.589599,-86.98868
379,AL,Alabama,"Deer Park",Washington,31.184892,-88.32731
380,AL,Alabama,Delmar,Winston,34.17,-87.605833
381,AL,Alabama,Delta,Clay,33.457303,-85.679279
382,AL,Alabama,Demopolis,Marengo,32.490792,-87.839669
383,AL,Alabama,Detroit,Lamar,34.010874,-88.16063
384,AL,Alabama,Dickinson,Clarke,31.717167,-87.656929
385,AL,Alabama,"Dixons Mills",Marengo,32.067209,-87.745356
386,AL,Alabama,Docena,Jefferson,33.559444,-86.931111
387,AL,Alabama,Dolomite,Jefferson,33.465424,-86.956435
388,AL,Alabama,Dora,Jefferson,33.734947,-87.040148
389,AL,Alabama,Dothan,Houston,31.202888,-85.418036
390,AL,Alabama,"Double Springs",Winston,34.138682,-87.397431
391,AL,Alabama,Douglas,Marshall,34.173611,-86.323611
392,AL,Alabama,Dozier,Crenshaw,31.506614,-86.366315
393,AL,Alabama,Duncanville,Tuscaloosa,33.082815,-87.494977
394,AL,Alabama,Dutton,Jackson,34.604558,-85.906729
395,AL,Alabama,"East Tallassee",Tallapoosa,32.607222,-85.808056
396,AL,Alabama,Eastaboga,Calhoun,33.603132,-85.96075
397,AL,Alabama,Echola,Tuscaloosa,33.316559,-87.807202
398,AL,Alabama,Eclectic,Elmore,32.65419,-86.031614
399,AL,Alabama,Edwardsville,Cleburne,33.707222,-85.509167
400,AL,Alabama,"Eight Mile",Mobile,30.795074,-88.182311
401,AL,Alabama,Elba,Coffee,31.41373,-86.077728
402,AL,Alabama,Elberta,Baldwin,30.394239,-87.58896
403,AL,Alabama,Eldridge,Walker,33.931546,-87.619397
404,AL,Alabama,Elkmont,Limestone,34.915241,-86.910452
405,AL,Alabama,Elmore,Elmore,32.545378,-86.316134
